τριάριοι,triarii
γοργάς,pelagicus
κακοπαθής,habitudo
εἰσποίησις,adoptiuus
κατωνάκη,mastruca
δηλόω,ostendo
ἀμβλωθρίδιον,abortiuus
προσεπιτείνω,institium
εὐθυφερής,euthia
ἐπιμαρτύρομαι,antestor
δίστεγος,distichus
ἐξωτέρω,deforis
στοργή,dilectio,redamo
ἄφημαι,discapedino
μνημόνευμα,repetentia
λιβάδιον,semiphalarica,heluella
ἰοβολέω,toxicum
πλαταγέω,applaudo,cottabus
πταρμός,sternutamentum,sternutatio
μεταρρυθμίζω,figulo
ἀγροικία,rusticitas
ἀμφίαλος,bimaris
αἱμάτωσις,demutatio
πολλαχόσε,multifidus
σταθμόν,pondo,pondus
λιβανωτός,tureus,tusculum
οὐδέ,neque
χρυσόδετος,aurosus,aurarius
διαφέρω,intersum
τήρησις,tuitio
στίβος,orbita
ἀσύμμετρος,pseudisodomos
σίναπι,napy
κοίνωσις,commixtio
προφυλακίς,prospeculor
διεκθέω,peruenor
γυμνασιαρχέω,gymnasiarchus
μιξεριφαρνογενής,haedillus
εὐπρόσοδος,peruiam
ἐκθόρνυμαι,resilio
κορωνίης,collaris
ὠτειλή,uulnifico,conuulnero
διαπυνθάνομαι,expiscor
κατακρατέω,lucror
ἀσπάζομαι,consaluto
προσεπιζητέω,reflagito
τριγωνοειδής,turbineus
πανάγαθος,perbonus
πιττάκιον,sorticula
μητιόεις,persapiens
ἀνηκουστία,surditas,inoboedientia
ἐκβόσκω,persorbeo
ἱππομανία,redamo
ἀποδέρω,deglubo
περίχωρος,circumcurro,circumsecus
διέλκω,dilorico
ἐπαχθής,ponderosus
ἐκμειλίσσω,permacero
ἐπιτείχισμα,dissaeptum
πορνεῖον,latrina
γομφόδετος,gomphus
κωδωνόκροτος,tinnitus
αὐλή,aula
ἐπιβρίθω,prelum
κοιλάς,ualles
κροτέω,crepundia
κραυγάζω,crocio
μηχανοδίφης,confictio
ὁμομήτριος,uterinus
ἐκκλιτέον,gleucinus
συρίγγιον,rotula
ἀλαλητός,conclamatio
ἀποσπάω,auello
ὀξυβλεπτέω,perspicax
πώγων,barbitium,barbio
μεταστρατοπεδεύω,tergiuersor
ἐμβολή,insitium
περικύμων,undiuagus
ἀντεπιχειρέω,concertatorius
ἀλκυών,milesium
βούγλωσσος,psetta
διαβατήρια,peremnis
ὑποπίμπρημι,sepulcralis
τραπέω,calco
μόριον,membrum
πλεύμων,pulmonarius
προσδιαλέγομαι,sermocinatio
ἐπίμετρον,instipulor
ἀί̈δηλος,inaspectus
ἀποκριδόν,segregatim,discapedino
νεάπολις,urbanicianus,asticus
χαλινοφάγος,frustulum,sorbilo
κλίνω,cubo
ἐπισκήπτω,innitor
θύριον,ostiolum,thyroma
θυγάτριον,filiola,puellula
δυσαχής,peracerbus
ῥητίνη,pineus,resinatus
ἐπιστενάζω,ingemo
βούγλωσσον,pseudanchusa
ἄγριος,agrius
σύσσημον,oppignero
δίσκηπτρος,dupondiarius
ἠοῖος,matutinalis,manico
λιμοθνής,esuries
ἀδαημονία,inscitia
πηγυλίς,pruina
σαυλόομαι,saltatus
τρίμετρος,trimetros
ὁδοιπορία,ambulatus
πάντρομος,pusillanimis
πολύστονος,lamentarius
ὁμογνώμων,consipio
ἀπειρόδροσος,torresco
πολύφυλλος,laburnum
πύρεθρον,leucanthes
λεπτότης,macies
τετραπτερυλλίς,monopteros
προευτρεπίζω,exapto
συλλαβή,confacio
συνθετικός,hermesias
προσοφείλω,institium
εὐεπίβατος,parabilis
ἀναστομόω,resutus
ἀπείκασμα,iconismus
φίλος,amicus
δωροφάγος,heminaria
κατέναντα,contrauersus
ἀστρογείτων,perpropinquus
ἀμαθία,caecitas
διαλεπτολογέομαι,fabulatio
δίπρῳρος,conduplico
ἀμφιγνοέω,indubius
παρασκευαστικός,tutamentum
ἀψαυστί,attrectatus
ματάω,uanus
συζέω,discoquo,defruto
πίνος,squalentia
μετεμβαίνω,laecasin
κατάγελως,irridiculum
παρώνυμος,deriuatiuus
προήδομαι,primulus
φιλοτεκνία,redamo
διαστολή,discretio
δαιτυμών,hospitalis
προσδοκία,exspectatio
πελιός,sugillatio
γερανοβωτία,depastio
βουστροφηδόν,buthysia
διανυκτερεύω,pernocto,euphrone
συρμαία,melitites
παρυπομιμνήσκω,persigno
περισθενής,supergressus
ἄγγελος,angelus
νυκτοφυλακέω,custodela
σκολιόομαι,curuus,incuruus
βλέννα,mucosus
ὀστράκιον,conchula,nauplius
ἀφρός,spumo,exspumo
ἀντεκκαίω,offlecto
γυναικώδης,anilis
γάλα,lacteus,lac
εὐερέθιστος,irritabilis
ἀφανέω,aspectus
εὐπρόσθετος,agitabilis
στρατοπέδευμα,hetaerice
ἠεροειδής,nebulosus
ἀπολαμπρύνω,praefulgidus
ἀνάγω,educo
διαμετρέω,admetior,permetior
κινηθμός,cillo
ἀφύη,cordyla
ἠρέμα,sensim
παραπλήρωμα,complementum
θρυπτικός,contribulo
θεαγγελεύς,miserator
συγγιγνώσκω,excuso
πληθύς,stipatio
διαπορεύω,transmeo,transueho
περιτομεύς,sutrinus,culter
βυρσοπαφλαγών,scorteus
πληθύω,incremento
ἁγνός,pudicus
ψυχομαχέω,propugno
συγχωρέω,concedo
καλλίμορφος,formosus
ἀρχιοινοχόος,praegustator
ὑπόθερμος,caloratus
σησάμη,sesaminus
ὑποτυγχάνω,contradictio
συνέκδημος,comitabilis
ὑψόροφος,altisonus
καῦσις,exustio
βουνιάς,liothasius
αἰσχρολογία,remaledico
αὐλός,fistula
προσφορέω,attulo
ὅμηρος,obses
ἐθίζω,suesco
ἐξοχή,uerrucula
γεωργέω,incolo
βροντησικέραυνος,amandatio
λιτή,incero
ἀγνοέω,nescius
ἀνεκτός,tolerabilis
βυρσότονος,apporrectus
πάππας,papa
καταλέχομαι,beto
ἐγκαίω,encausticus
βροντή,tonitruo
ἐναπονίζω,elauo,perluo
δεκάζω,praecorrumpo
ἐλαιοπώλης,olearis
ἀκάθεκτος,ferocio
παρδακός,semimadidus
κήδιστος,plerus
παμμήτωρ,matercula,matrimus
ὀρφανιστής,tutorius
αἰχμαλωτίς,captiuo
ἀποχράω,suppedito
περιτροπέω,uersabundus
πυρσεύω,ignispicium
ποτίκρανον,culcitula,cubital
ἀντικρούω,districtio
πολλαπλασιόω,multiplico,triplico
περιάγω,rotundo
ἐφορμή,impugnatio
θύμβρα,thymbra
πειρά,pennus
ἀκύμων,pomifer
ἀνακρίνω,perscrutor
προομαλύνω,inaequo,complano
μετατροπία,antepotens
ὀπόεις,sucido
ὀψωνία,obsonatus
πανηγυρίζω,camelae
ἐκπατέω,intertraho
ἱλαρότης,hilaritudo
βουλευτής,senatorius
ἐρεμνός,nigellus
ἀποκείρω,tonsilis
στρωμνή,lectulus
παρασύμβαμα,deuterius
ναρκόω,perfrigefacio
ἰαῦ,eho
ταυρόπους,monopodius,taurulus
ἐμπολαῖος,cauponor
προκινέω,expergifico
διαπόνημα,opificium
διερίζω,obluctor
εὐυδρέω,permingo
χορεία,saltatus
ἀσταφίς,astaphis
βαθύνω,exalto
ἀρτιγλυφής,secamenta
ἀποκορυφόω,cuspidatim
εἰσπνοή,inspiratio
ἀγρότης,rurigena
ἀπαρύω,depleo
ἀπύρετος,febricito,febriculosus
εὔπρεπτος,perspicabilis
καταπύγων,pathicus
ἐπαύξησις,augmento
τερπικέραυνος,tonitruo,oblectatio
θυμαλγής,dedoleo
κολλικοφάγος,subuoluo
ὑπερχαίρω,congaudeo
ὑπωμοσία,deiurium
τριημιολία,fabatarium
ἀντιπορεῖν,antispodos
σπλαγχνίζω,misericordia
ἐπιμηχανάομαι,adinuenio
θλάσμα,distero
θιασάρχης,coryphaeus
ὑπερανίσταμαι,superasto
ὑπόχρυσος,aurosus
χλιδάω,luxor
ἐξαλαόω,caecigenus
κενοσπουδέω,offlecto
περιγληνάομαι,circumuiso
λευκόπετρον,saxulum,glabreta
εἰλίπους,uolutus
κλάριος,praerogatio
πρόστομος,mucronatus
ἐξονομακλήδην,nominito,nomenclatio
φοινικόλοφος,ostrinus
ἄλλοφος,cristula
κολωνία,opertorium
λιπάρα,uitreus
ψευδομάρτυς,reprobus
σκύλος,calyculus
μαλθάζω,permacero,praemollio
ἀγορανομικός,quattuoruiratus,uigintiuiratus
τοσσάτιος,totiugus
ἀναχωρίζω,retrocedo
ἀνδροφυής,idos
ἀπονυχίζω,clauarium
συμποδηγέω,perducto,molybdus
ὀρτάλιχος,pullulus,iuuenculus
τρυγοδαίμων,diabolus
σιτώδης,farratus
ἄλεσις,pistura,contritio
ἀπροσηγορία,inopiosus
ἔφεσις,iaculatus
ἀρτίκολλος,pycnostylos
ὑποπίμπλημι,grauesco
μῆχος,conducibilis
χονδρίτης,farinarius
ἐνοίκησις,dextrorsum
ῥοή,fluentum
βαυκαλάω,nutricio
κύλιξ,pocillum,scyphus
παραχράομαι,abusio
ἐμπαρέχω,emancipo
ὑπογίγνομαι,successorius
κενολογέω,rauio
συγκατέρχομαι,redambulo
ἄπλαστος,impos
τροφεῖα,pabularis
ἀργυροστερής,rapacida
συνθιασεύω,ductio
βραχεῖν,boo
περισκελίς,periscelis
μηδέποθι,necubi
ἀνθυποκρίνομαι,rebito
ἀρθμός,foedifragus
ἰσχναίνω,arefacio
ἄμιτρος,cinctura,succingulum
ἔκπυστος,achilleos
οἴησις,praenotio
τέως,interdum
ἐξοδεία,expeditionalis
ἐπείρομαι,rogito
ὕπερος,pistillum
κυκλικός,epicus
ῥυσίδιφρος,currulis
φρενοτέκτων,aedificatiuncula
ἱπποκρατέω,caballinus,canterinus
χαύνωμα,irresolutus
μοιραγέτης,confatalis
αἴσιμος,fatalis
ἐγκαθυβρίζω,luxor
χρημοσύνη,uaciuitas
ὑδατεινός,subumidus
ἄνηβος,praediolum
βουκολιαστής,pastoricius
νενομισμένως,pancratice
ἐπίστρεψις,uolutus
τετράμοιρος,quadruus,quadrifarius
ἀώδης,inodorus,oboleo
διεκδύομαι,transtineo
ὑπεξάγω,progero
εὐτράπεζος,praelautus
ξιφοδήλητος,ensiculus,ensiger
κηρόω,acerus,ceratum
μέτασσα,pancratice
φυράω,pasta
ὀψίνοος,spectio
γεράσμιος,grandaeuus
γέρανος,grus
κλύω,exaudio
ἄλφιτον,hordeum,ptisana
ὑψίβατος,altisonus
ταριχοπώλης,salinator,mangonicus
προσέτι,insuper,super
ἐξαγίζω,hostiatus
ἐξαρέσκομαι,lucrifico
χρεών,necessitas
ἀνδροθνής,interfectorius
ζωοποίησις,uiuificus
ὁμοφωνέω,homotonus
ἐνᾶρόω,aratro,arater
ὑπεράγαμαι,cullearis
ἐκλιπής,exaeresimus
ἄλιθος,lapidaris
δαφνηφορέω,bracchiatus
ἀκραγής,latratus,decorticatio
περιδέραιος,boiae,torquis
συνεσταλμένως,supplicue
ὑπηχέω,assono
ἐπιπλήσσω,obiurgo
μνηστεύω,sponso
λιμηρός,esuries
λοφιά,iubatus
κρέας,cadauer
ἀτείχιστος,immunitus
ἀπαλέξω,depulsorius
περόνημα,amicimen
σιδηρόπληκτος,perpulsus
ὑπόσκιος,neopum
προσαγορευτικός,uocatiue
ἁμαξιτός,carrago
λέκτρον,cubile,lectulus
ἐλαφρίζω,inalbeo
πολυανδρέω,populosus
ἔνωμος,longiusculus
εὐημερέω,litatio
συγγυμνάζω,exercitium
ἐρωτητικός,herbipotens
τερηδών,lumbricus,uermis
ἐκκρούω,sibilo
ῥύψις,lustrificus,purificus
ἀντιλέων,leontopodion,leoninus
φαλαγγόω,copior
αὐδή,persono
ἀμφίδοξος,indubius
πολυωρέω,inobseruabilis
παραυδάω,leuisomnus
ἀχάτης,iaspachates,dendrachates
ἄνευρος,neruinus
ἐπικύπτω,supersisto
ἐϋκτίμενος,cohabito
ἄμφω,ambo
προαφηγέομαι,praenarro
δονέω,concutio
ἄσπονδος,indutiae
ὑπονομή,subterrenus
ξῦσις,erosio
ἐκφορά,elocutio
προδέρκομαι,reuideo
εὐήλατος,puteanus
ἀπόσπασμα,panniculus
ἀέξω,incremento
γόργειος,tragicus
ἐγκαταγηράσκω,inueteratio
πρασιά,rosetum,areola
κεκρύφαλος,reticulum
δυσχερής,odiosus
προσυπουργέω,asseruio
δυάς,dualitas
καλλίτεκνος,perpulcher
ἀρίδακρυς,perpauxillus
προσπεριβάλλω,circumcirco
αἰγανέη,framea
μονόφρουρος,noctuuigilus
πλουτέω,opulentus
αἰνολέων,leontios
δυσνίκητος,prouinco
ἐπίσταμαι,nescio
ὀξίζω,ingusto
κατελαύνω,depango
ἀπελαύνω,depello
μεθορμάομαι,dispercutio
μαντικός,oraculum
νυκτικόραξ,scopes
ἰσήρετμος,quotlibet
ματαιοπονέω,incassus
ὑπερίσχω,desursum
μύκημα,boo,unco
καρδιοβόλος,pandemus
κόκκινος,coccineus,coccum
περιμαίνομαι,offlecto
βραγχάω,synanche
ἀθαρσής,inopiosus
ἀποσυσσιτέω,mensatim
γαστρίμαργος,gulosus
ἐπισυστρέφω,fibulatio
ἐπιτίμησις,uituperatio
ἐπιτολμάω,stipulus
κύβος,cubus
παρατυγχάνω,praesum
κερατώδης,cerastes
πρεσβευτικός,legatio
εὐχρηστέω,chydaeus
λυσιῳδός,compressor
ἐξορίζω,expectoro
ἀντίπορθμος,utrobique
γυμνασία,exercitium
χειρότονος,extentio
εὐόργητος,perbonus
ἀντεπιγράφω,antispodos
ἀντιπλήσσω,fligo
ἐπαγάλλομαι,gloriola
ὀρσινεφής,nubifer
ἄπεδος,planities,plautus
κοίτη,lectulus
μύκονος,omnigenus
συμπροσμείγνυμι,sessiuncula
ἐγκερτομέω,incauillor
προσναυπηγέω,perstruo
παραχέω,defundo,offundo
ὑψιφαής,nitefacio
σοροπηγός,factitator
προσπλέκω,innecto
ἀπόκρημνος,inconcilio
ἐρεθιστέον,gleucinus
ἀόριστος,decies
ἐξαιμάτωσις,haematinus
ἐναπολογέομαι,patrocinor
ἀποπρεσβεία,famigeratio
λιναγρέτης,retiolum
κεραυνόω,plago
συλλογιστικός,syllogisticus
κορυφή,arx
ἐπεξορκίζω,iureiuro
κατάδηλος,manifesto
ὑπώπιος,pulleiaceus,nocticolor
βάσιμος,peruiam
ἐξαγορεύω,promulgo
ἐκπληρόω,oppleo
σύλλαμψις,congregatus
τραγίσκος,attagus
δαυλίς,aulis
φάσηλος,nauia
κρουστικός,inflictus
οἰακίζω,guberno
βούβαλις,dorcas
ἀγκυλοχείλης,embolum,obuncus
θυηπόλος,sagana
ἀλλακτέον,gleucinus
ἐξηλλαγμένως,inusitatus
δυσπειθέω,refractarius,refractariolus
ὑπερευδοκέομαι,puteanus
κρίθινος,camum,celia
κουρεῖον,tonstrina
τομάω,culter
ἀντιπαρήκω,pandiculor
ἁλίζω,grego
ἐπετήσιος,annotinus,hornotinus
λαμυρία,proteruia
κούριος,iuuenalis,primaeuus
ποιολογέω,farratus
πάρεδρος,sessus
ἅρπαξ,harpago
κοσκινόμαντις,ominator,cribrarius
ἐπιμαντεύομαι,praecanto
ὑπονύσσω,repungo
γύπη,uulturinus,nidificium
ἀνήνωρ,illiberis
φιληδής,mulierosus
τριπόθητος,teriugus
διπολις,bifidus
κατειρωνεύομαι,ironia
κανονίζω,cullearis
ταξιαρχέω,iussio
ἀλογία,egestas
ἀπρόσκεπτος,improuidus
κύκλωσις,circumstantia
ἀφάνισις,disturbatio
συγκαταπέμπω,euergo,missito
θαρσαλέος,audacia
παραγεύω,ingusto
χοιρίνας,placenta,gratilla
τετρήμερος,quadriduum
νυκτίσεμνος,euphrone
ἐξαγωνίζομαι,luctatio
δέμνιον,lectulus
ὀρφανόομαι,uecors
κωδωνίζω,dispalesco
ἄμορος,inominalis
ποτής,exbibo,interbibo
κατοπτάω,artopticius
ἁλιοτρεφής,pelagicus
περιχάσκω,hieto
προσστρατοπεδεύω,perpropinquus
τρικόλωνος,tripedaneus
διατύπωσις,illustratio
μισθοφορέω,stipendior
θυρεόω,operto,scutarius
κεντέω,stimulo
εἴλω,uoluto
θυρεός,ostium
καταρριγέω,exabusus,perhorresco
ᾠδή,cantus
ἄγνυμι,infringo
λυκάβας,annotinus,anniculus
ἐπικλεής,multinominis
γόργυρα,subterrenus
ἀποδειλίασις,timiditas
περάτη,australis
εὔαρχος,puteanus
λιμήν,portus
παραδοξία,portentificus
θεμιστοπόλος,consocer
δικρατής,congialis
ἐμπορευτικός,mercatorius
ὁρμαίνω,altercatio
διά,per
καρτερία,sustinentia
εἰσοχή,reflexus
εὔοπλος,puteanus
συγκριτικός,comparatiuus
σκοτοδινία,uertigo
εὐστέφανος,harundifer
τρῖψις,frictio
ὦρος,soporus,perdormisco
προσαπορέω,dyspnoea
ὠμόσιτος,succrudus
ἀγχίαλος,thalassicus,pelagicus
διακαλύπτω,declinis
φόρμιγξ,lyra
ἀνωθέω,protrudo
κρατιστεύω,superator
προγνωστικός,praescius
δραματουργός,excogitator,commentator
ὀψείω,reuideo
συμφοίτησις,scholicus
κατολολύζω,quiritatio
ὀκτάκνημος,octoiugis
κακοσφυξία,legumentum
διατρυπάω,perterebro,transforo
ἀντεπιχείρησις,restipulatio
τονθορύζω,mutitio
ἀμύντωρ,auxiliator
ἑπτάπυλος,hebdomada
ἀπεμπολάω,uenumdo
παρεισρέω,supermeo
χρῄζω,siquis
μαχητικός,bellatorius
χοιρίον,porculus
ἐνεχυρόω,oppignero,pignero
συγκλινής,deuergentia
ἐνέρτερος,catonium,infernalis
λακτίζω,calcitrosus
φύσημα,flatilis
συγγηράσκω,congermanesco,insenesco
διέκπλοος,permeatus
μικρός,paulus
μυσάττομαι,pertaedet
τῆ,eccere
ἱππαστικός,equitatio
σαρκίζω,repolio
σίμωμα,arcuatim
πυθία,tripus
πεντάς,quintarius,quinquiens
λάρυγξ,respiramen
συνεπιβουλεύω,interiungo
ἔμπλεος,gestuosus
ἠβαιός,hilum
τυμπάνιον,caliendrum
φιλομμειδής,risio
ἀπέρεισις,renisus
ἀποκναίω,effrico
ἐπολολύζω,iubilo
κοινολογέομαι,gregarius
τεχνίον,infimo
ζῴδιον,zodiacus
ὀψώνιον,demetior
προσχώρησις,cessio
θαιρός,portula
δολιχοδρομέω,antecurro,siluesco
ἀφιδρύω,templatim
ἐπινεφρίδιος,renes
ἐξαιρέω,detraho
βαλανηφόρος,patetus
περιτομή,incisus
φλεβώδης,ramulosus,crassiuenius
ἀνιδιτί,insudo
δραματουργέω,interstratus
λευκόχλωρος,perpallidus,peruiridis
ἐμφανής,promptus
ποντίζω,mergo
μελέδημα,prospicus
ἐπίβλημα,tegile
ἄγχω,strangulo
πολυφροσύνη,subauditio
παρεκλέγω,annonor
ἀντιπαρατίθημι,consimilo
ὑπερφανής,superinstrepo
ἀκροβυστία,praeputio
παραφθέγγομαι,admurmuratio
πρόσταξις,imperatus
ἔξαρθρος,uertebratus
λύγδην,singulto
δίσκουρα,disceus
προαναρπάζω,progesto
ἀφθαρσία,sinceritas
ἐκφυλάσσω,concustodio,asseruo
δελφοί,tripus
ἀπόκοιτος,dormitio
διαμόρφωσις,formitas,formamentum
στρέμμα,filatim
ἐριβῶλαξ,glaebosus
ἐξαυγής,percandidus
βιοσσόος,toleratio
ἄνισος,impar
κάδος,urna
συναγελάζομαι,subulcus
τρικόρυφος,tricuspis
ῥαψῳδός,syllaba
φθοροποιός,disturbatio
βοεικός,buthysia,bubile
κακύνω,obscaeuo
κτησίβιος,expeculiatus
προτιμάω,antehabeo
ἄγχι,iuxta
φορητός,uecto
πείρινς,calathiscus
ἴαμβος,iambus,iambicus
τρίχωσις,capillaceus,capillatura
ἐπιχώομαι,periratus,obirascor
ἀκροατής,auditor
σύλληψις,comprehensio
παλινστομέω,spinturnicium
θυοσκέω,occensus
ἀτιτάλλω,sublecto
θέασις,consideratio
φλιά,hyperthyrum
κισσύβιον,ciborium
πελάτης,desponsor
δίεμαι,festinatio
βιώνης,coemptor
διόρθωσις,emendatio
φυσίαμα,aspiramen
συνασοφέω,nesapius
νηλής,immiserabilis
πλήμη,abluuium
ἀπόρρυσις,succiduus,demersus
βουλευτικός,consentium
οἰκότως,ampeloprason
ἐλλόγιμος,lupanar
ἄγγελμα,nuntius
ἐγγαστρίμυθος,perfamiliaris
ὀχυρός,ualentulus
ἀνορχέομαι,praesulto
ὀχυρόω,instabilio
σύμβαμα,infortunitas
βάδισις,ambulatus,itio
πεδιεινός,epipedos
κατάληξις,syllabatim
σοβάς,saltatus
ἐξαίρω,assurgo
κάππαρος,phager,ophthalmias
συνεκπορεύομαι,laecasin
θεήκολος,archiereus
κατευχή,uotifer
δεξιόομαι,dextera
λωβητήρ,maledictor
ἑλκυστικός,extractorius
λωβητής,deliberator,excaecator
χαλκός,aeratus,aereus
ὑπνοδότης,perdormisco,edormisco
βόαμα,quiritatio
ἐκκροτέω,marculus
ἐπιδόσιμος,inexspectatus
ἐφελίσσω,circumglobatus
κόχλιας,strombus,coclea
κάτοξυς,perargutus
φέρμα,myxum
συνοχέω,currulis
ἀμαιμάκετος,indespectus
κραταιγύαλος,testudineatus
ὑπόζωμα,intersaeptum
ἀρνακίς,mastruca
καταθρηνέω,delamentor
ἐπιρράπτω,obsuo,praesuo
πρακτικός,actiuus
ἐφορμέω,accubo
ἐπιχωριάζω,figulo
ἀπείλησις,minatio
δικτυεύς,piscatrix
προσοράω,specio,perspecto
νωθώδης,lethargicus,lethargus
σκιρῖτις,toparchia
ἔκφημι,interuocaliter
μάρναμαι,luctor
φιλαλήθης,amasius
καρχήσιος,naucula
διαβοάω,boo
ἀριστογόνος,sistratus
θυρόω,ephippiatus
ἐπιμύλιος,molaris
ἐξαναδύομαι,desurgo
ἐνίπτω,obnuntio
παλαιοτόκος,perdudum
χόρδευμα,farcimen,longanon
ἀντίστοιχος,consurrectio
καταλοάω,contribulo
ὑδατοθρέμμων,permingo
λαχνόγυιος,horripilo
ὄρτυξ,ortygia,coturnix
τελεστικός,immissio
μόσσυν,durateus
ἐμπαιδοτροφέομαι,illiberis
λοξότης,obliquitas
συμβελής,insemel
λαρός,suauidicus,suauiloquens
πίλα,mortariolum
ἥκω,uenio
ψαύω,attingo
καρχήσιον,carchesium
κῦφος,gibbus,gibber
ἀμελέτητος,inexercitatus
ἀτέλεια,immunitas
διδυμόχροος,dupondiarius
ἐμβροχίζω,tendicula
ἀμφιτρέχω,circumcurro
ἐνδοιάζω,addubito,indubito
πάρεγγυς,perpropinquus
λυκιοεργής,gis
προπηλακίζω,exprobro
προκαταβάλλω,praerogo
ἐκκοιμάομαι,edormisco,perdormisco
βάζω,alloquor
ἀκμηνός,arboretum
ἀνόνητος,incassus
δυσφαής,semiconspicuus
ἀπαραμύθητος,inconsolabilis
τροπικός,tropa
συμφράζομαι,sequentia
λοισθήϊος,finalitas
ἀντικρύ,dextrorsum
πετραῖος,petraeus
ἰσομήκης,cocio
εὐθύτης,rectitudo
μανιώδης,lymphatus,mania
περιούσιος,peculiosus
δήλησις,malefacio
ἐμπόλημα,cauponor
ἀναρριπίζω,flabello
στέλλω,instruo
κινδυνώδης,nauifragus
αὐτόσιτος,penuarius
ὥρα,hora
ἀκολουθία,sequentia
φιλόδημος,amiculus
ἁλυκός,subsalsus
ἀπόσχισμα,eiectamentum
λιθόδερμος,terginum
ἀειφυγία,exsulo,exsulatus
ὑπεραναίσχυντος,subimpudens
προθεσμία,comperendino
ὅμαδος,sonor
ἀνταμείβομαι,remuneror
τοκεύς,genitor
σελευκίς,exesor
συμβοηθέω,uerticula
λειριόεις,lirion,hemerocalles
διακρίνω,discerno
κεστρεύς,mugil,erythinus
κέρχνη,accipiter
στηλίτης,perinfamis
ἐπιρρέπω,acclino
ἔμφυτος,indoles
κέλωρ,lacernatus,abnepos
πολυκρατής,multipotens,altipotens
χορηγεῖον,scholicus
ἀποστάτης,fugitiuus,defuga
νῆστις,esuries
στολιδόομαι,druppa
καταστορέννυμι,superinsterno
ἡμιφανής,semiconspicuus,semifer
ἐμψυχόω,uigoro
ἔνδηλος,manifestarius
διαφαυλίζω,peruilis
δίμηνος,bimestris,intermestris
ἀδείμαντος,extimesco
ἐκδεσμεύω,uinctus
δυσχέρεια,taedio
κατάδουποι,hypochysis
ποδηνεκής,amphibrachys
πρόθυμος,auidus
πολύστυλος,tetrastylos,decastylos
ἔσθησις,uestitus
προσμισθόω,locito
ὑπολιπής,remansio
ῥυτήρ,habena
περινεύω,inuergo
σπεῖρον,linteamen
σφηκώδης,uespa
ἀδάκρυτος,lacrimosus
μετριοπαθέω,baubor
κάπτω,obsorbeo,transuoro
ἀπιάλλω,birrus
λύκος,lupus
λογόγραφος,perscriptor
φιλόγαμος,multiuolus
ἀνηλειψία,finalitas
ἀδάμας,adamas
περιεγείρω,expergifico
καινολογία,tat
ὀρσίκτυπος,mictus
ἐξοικίζω,extro
πρόοψις,omnituens
ἀμφιπλήξ,internuntio
ὀστρακίτης,mollugo
κοινολογία,dialogus
φονεύς,interfector,peremptor
τοσοῦτος,tantus,ita
κυδάλιμος,inclutus
φορτίς,ueterinus
ἡγητής,moderamentum
ποδαπός,quorsum
πλάτος,plana
καί,et
καταπιαίνω,obeso,pinguefacio
κακόγλωσσος,sublabium
στυγάνωρ,catulitio
ἥμων,lapidator
τυρρηνικός,lucumo
σύνδοσις,fusio
μαρίλη,carbonarius
διέραμα,infundibulum
ἐπιχώριος,uilla
κορυφόω,summula
ἐπαιτιάομαι,criminor
φυγαρχέω,euthygrammum
εὐτυχία,fortuna
πατριῶτις,idiographus
συναναπράσσω,associo
ἄρακος,elaphoboscon
ὀβελίας,artopticius
μίλιον,miliarius
ὠκύπομπος,apportatio
σύνθημα,bellicus
πρόσγειος,assitus
συνδιέπω,uniuersaliter
ἀμφιετέω,etesius
ὁρίζων,separatus
μολύβδαινα,molybdaena
ἐπιφωνέω,subindo
παράβασις,digressio
σκηνίτης,locarius
ἀναχέω,superfundo
προεγχαράσσω,insigno
διαχυτικός,fluido
παγίς,decipula
αὐτερέτης,insemel
πολύχροος,panchrus
ἀνάψυξις,siccatio
φολίς,leopardus
μέσος,medio,medius
μεγαλόφρων,magnanimis
παρατάσσω,latusculum
τρίπτυχος,tergenus
ἀμφισβήτητος,disputabilis
ἀποκεφαλίζω,decollo
βραβεῖον,bacillum
ὀτρύνω,adhortor
κερκίς,gnomon
ἀναψηφίζω,redauspico
ἐχεμυθέω,pacificatorius
λυκοδίωκτος,luparius
διαφρέω,locito
θεσμοθετέω,uapulo
περιδιώκω,confluctuo
συνείκω,labasco
κενοδοξέω,incassus
ἑλώριος,trygona,phoenicurus
εὐμενής,propitius
διαζητέω,peruestigo,ruspor
ζημία,amissus
ἐκτίκτω,fetifico
προσεκβάλλω,proiecticius
ἀντιτυγχάνω,reuentus
φρυκτωρός,ignigenus
περιεργάζομαι,disquiro
συναποκομίζω,progesto
ἐμπεριπατέω,prodeambulo,obambulo
τραυματίας,saucius
τυννός,puerities
ὑπόλογος,stellatura
φιλητής,amasio,amasius
χρυσόστροφος,aurosus
ἐργολαβία,opificium
ἐνθρῴσκω,subsilio
πράσσω,ago
ἐπαναβάλλω,superinduo
κυρτότης,catomus
αὔχημα,typhus
ἀγορανόμιος,surrostrani
δολιόφρων,colubrinus
ὁδοιπορέω,deambulo,prodeambulo
ἀσπίδιον,scutulum,argyraspis
ἐρνόομαι,egermino
περιτείνω,instratus
ἁμιλλητήρ,quadrigarius
ναυαγός,naufragus
ἔξοιδα,percalleo
ἔντεα,lorico
λοιδορητικός,maledicax
οὔκουν,nonne
ἱκέτευμα,oratum
καλυπτός,superintego
ὑψίλοφος,cristatus
ἀκριβολογία,tenacitas
εἰστοξεύω,taleola
μισθωτός,mercenarius
ἄραδος,palpitatio
ἀντεράω,dilectio,redamo
